date,value
2020-04-11,70.0
2020-04-12,72.0
2020-04-13,60.0
2020-04-14,55.0
2020-04-15,68.0
2020-04-16,65.0
2020-04-17,78.0
2020-04-18,87.0
2020-04-19,75.0
2020-04-20,58.0
2020-04-21,53.0
2020-04-22,49.0
2020-04-23,55.0
2020-04-24,58.0
2020-04-25,66.0
2020-04-26,56.0
2020-04-27,55.0
2020-04-28,50.0
2020-04-29,52.0
2020-04-30,53.0
2020-05-01,53.0
2020-05-02,53.0
2020-05-03,57.0
2020-05-04,61.0
2020-05-05,64.0
2020-05-06,69.0
2020-05-07,63.0
2020-05-08,74.0
2020-05-09,76.0
2020-05-10,61.0
2020-05-11,53.0
2020-05-12,61.0
2020-05-13,47.0
2020-05-14,55.0
2020-05-15,59.0
2020-05-16,56.0
2020-05-17,58.0
2020-05-18,58.0
2020-05-19,61.0
2020-05-20,71.0
2020-05-21,66.0
2020-05-22,61.0
2020-05-23,62.0
2020-05-24,61.0
2020-05-25,56.0
2020-05-26,55.0
2020-05-27,60.0
2020-05-28,63.0
2020-05-29,55.0
2020-05-30,60.0
2020-05-31,65.0
2020-06-01,69.0
2020-06-02,66.0
2020-06-03,67.0
2020-06-04,69.0
2020-06-05,60.0
2020-06-06,62.0
2020-06-07,65.0
2020-06-08,57.0
2020-06-09,54.0
2020-06-10,69.0
2020-06-11,67.0
2020-06-12,60.0
2020-06-13,60.0
2020-06-14,61.0
2020-06-15,60.0
2020-06-16,68.0
2020-06-17,66.0
2020-06-18,80.0
2020-06-19,55.0
2020-06-20,57.0
2020-06-21,67.0
2020-06-22,60.0
2020-06-23,59.0
2020-06-24,58.0
2020-06-25,68.0
2020-06-26,71.0
2020-06-27,67.0
2020-06-28,75.0
2020-06-29,71.0
2020-06-30,80.0
2020-07-01,86.0
2020-07-02,80.0
2020-07-03,63.0
2020-07-04,55.0
2020-07-05,55.0
2020-07-06,60.0
2020-07-07,60.0
2020-07-08,62.0
2020-07-09,63.0
2020-07-10,77.0
2020-07-11,77.0
2020-07-12,69.0
2020-07-13,57.0
2020-07-14,61.0
2020-07-15,58.0
2020-07-16,58.0
2020-07-17,53.0
2020-07-18,53.0
2020-07-19,59.0
2020-07-20,50.0
2020-07-21,52.714285714285715
2020-07-22,55.42857142857143
2020-07-23,58.14285714285714
2020-07-24,60.85714285714286
2020-07-25,63.57142857142857
2020-07-26,66.28571428571428
2020-07-27,69.0
2020-07-28,87.0
2020-07-29,102.0
2020-07-30,103.0
2020-07-31,94.0
2020-08-01,90.0
2020-08-02,103.0
2020-08-03,79.0
2020-08-04,56.0
2020-08-05,53.0
2020-08-06,54.0
2020-08-07,53.0
2020-08-08,57.0
2020-08-09,66.0
2020-08-10,68.0
2020-08-11,78.0
2020-08-12,83.0
2020-08-13,80.0
2020-08-14,75.0
2020-08-15,80.0
2020-08-16,68.0
2020-08-17,61.0
2020-08-18,65.0
2020-08-19,56.0
2020-08-20,68.0
2020-08-21,63.0
2020-08-22,68.0
2020-08-23,61.0
2020-08-24,56.0
2020-08-25,61.0
2020-08-26,67.0
2020-08-27,62.0
2020-08-28,62.0
2020-08-29,63.0
2020-08-30,55.0
2020-08-31,47.0
2020-09-01,55.0
2020-09-02,51.0
2020-09-03,54.0
2020-09-04,54.0
2020-09-05,53.0
2020-09-06,56.0
2020-09-07,57.0
2020-09-08,50.0
2020-09-09,54.0
2020-09-10,55.0
2020-09-11,58.0
2020-09-12,61.0
2020-09-13,62.0
2020-09-14,65.0
2020-09-15,76.0
2020-09-16,86.0
2020-09-17,84.0
2020-09-18,89.0
2020-09-19,68.0
2020-09-20,59.0
2020-09-21,59.0
2020-09-22,67.0
2020-09-23,76.0
2020-09-24,76.0
2020-09-25,75.0
2020-09-26,50.0
2020-09-27,58.0
2020-09-28,59.0
2020-09-29,61.0
2020-09-30,57.0
2020-10-01,62.0
2020-10-02,63.0
2020-10-03,45.0
2020-10-04,56.0
2020-10-05,62.0
2020-10-06,52.0
2020-10-07,66.0
2020-10-08,60.0
2020-10-09,64.0
2020-10-10,51.0
2020-10-11,50.0
2020-10-12,56.0
2020-10-13,64.0
2020-10-14,65.0
2020-10-15,64.38461538461539
2020-10-16,63.76923076923077
2020-10-17,63.15384615384615
2020-10-18,62.53846153846154
2020-10-19,61.92307692307692
2020-10-20,61.30769230769231
2020-10-21,60.69230769230769
2020-10-22,60.07692307692308
2020-10-23,59.46153846153846
2020-10-24,58.84615384615385
2020-10-25,58.23076923076923
2020-10-26,57.61538461538461
2020-10-27,57.0
2020-10-28,65.0
2020-10-29,67.0
2020-10-30,61.0
2020-10-31,76.0
2020-11-01,82.0
2020-11-02,115.0
2020-11-03,83.0
2020-11-04,84.0
2020-11-05,69.0
2020-11-06,89.0
2020-11-07,98.0
2020-11-08,82.0
2020-11-09,82.0
2020-11-10,63.0
2020-11-11,59.0
2020-11-12,58.57142857142857
2020-11-13,58.142857142857146
2020-11-14,57.714285714285715
2020-11-15,57.285714285714285
2020-11-16,56.857142857142854
2020-11-17,56.42857142857143
2020-11-18,56.0
2020-11-19,61.0
2020-11-20,57.0
2020-11-21,52.0
2020-11-22,52.0
2020-11-23,64.0
2020-11-24,66.0
2020-11-25,68.0
2020-11-26,52.0
2020-11-27,51.0
2020-11-28,52.0
2020-11-29,54.0
2020-11-30,63.0
2020-12-01,87.0
2020-12-02,53.0
2020-12-03,63.0
2020-12-04,54.0
2020-12-05,43.0
2020-12-06,47.0
2020-12-07,50.0
2020-12-08,50.0
2020-12-09,47.0
2020-12-10,49.0
2020-12-11,61.0
2020-12-12,63.0
2020-12-13,66.0
2020-12-14,72.0
2020-12-15,59.0
2020-12-16,62.0
2020-12-17,72.0
2020-12-18,71.0
2020-12-19,64.0
2020-12-20,72.0
2020-12-21,62.0
2020-12-22,76.0
2020-12-23,76.0
2020-12-24,69.0
2020-12-25,62.0
2020-12-26,40.0
2020-12-27,48.0
2020-12-28,54.0
2020-12-29,53.0
2020-12-30,47.0
2020-12-31,56.0
2021-01-01,45.0
2021-01-02,44.0
2021-01-03,45.0
2021-01-04,47.0
2021-01-05,52.0
2021-01-06,73.0
2021-01-07,83.0
2021-01-08,71.0
2021-01-09,51.0
2021-01-10,50.0
2021-01-11,51.0
2021-01-12,52.0
2021-01-13,55.0
2021-01-14,57.0
2021-01-15,59.0
2021-01-16,49.0
2021-01-17,58.0
2021-01-18,65.0
2021-01-19,99.0
2021-01-20,62.0
2021-01-21,84.0
2021-01-22,52.0
2021-01-23,58.0
2021-01-24,52.0
2021-01-25,55.0
2021-01-26,57.0
2021-01-27,58.0
2021-01-28,56.0
2021-01-29,53.0
2021-01-30,54.0
2021-01-31,63.0
2021-02-01,62.0
2021-02-02,63.0
2021-02-03,75.0
2021-02-04,92.0
2021-02-05,113.0
2021-02-06,118.0
2021-02-07,51.0
2021-02-08,48.0
2021-02-09,55.0
2021-02-10,54.0
2021-02-11,60.0
2021-02-12,57.0
2021-02-13,54.0
2021-02-14,56.0
2021-02-15,56.0
2021-02-16,77.0
2021-02-17,79.0
2021-02-18,71.0
2021-02-19,69.0
2021-02-20,107.0
2021-02-21,162.0
2021-02-22,65.0
2021-02-23,60.0
2021-02-24,76.0
2021-02-25,79.0
2021-02-26,74.0
2021-02-27,83.0
2021-02-28,84.0
2021-03-01,88.0
2021-03-02,88.0
2021-03-03,87.54285714285714
2021-03-04,87.08571428571429
2021-03-05,86.62857142857143
2021-03-06,86.17142857142858
2021-03-07,85.71428571428571
2021-03-08,85.25714285714285
2021-03-09,84.8
2021-03-10,84.34285714285714
2021-03-11,83.88571428571429
2021-03-12,83.42857142857143
2021-03-13,82.97142857142858
2021-03-14,82.51428571428572
2021-03-15,82.05714285714285
2021-03-16,81.6
2021-03-17,81.14285714285714
2021-03-18,80.68571428571428
2021-03-19,80.22857142857143
2021-03-20,79.77142857142857
2021-03-21,79.31428571428572
2021-03-22,78.85714285714286
2021-03-23,78.4
2021-03-24,77.94285714285715
2021-03-25,77.48571428571428
2021-03-26,77.02857142857142
2021-03-27,76.57142857142857
2021-03-28,76.11428571428571
2021-03-29,75.65714285714286
2021-03-30,75.2
2021-03-31,74.74285714285715
2021-04-01,74.28571428571428
2021-04-02,73.82857142857142
2021-04-03,73.37142857142857
2021-04-04,72.91428571428571
2021-04-05,72.45714285714286
2021-04-06,72.0
2021-04-07,75.0
2021-04-08,55.0
2021-04-09,67.0
2021-04-10,79.0
2021-04-11,91.0
2021-04-12,112.0
2021-04-13,58.0
2021-04-14,63.0
2021-04-15,56.0
2021-04-16,50.0
2021-04-17,54.0
2021-04-18,63.5
2021-04-19,73.0
2021-04-20,70.0
2021-04-21,67.0
2021-04-22,69.0
2021-04-23,68.0
2021-04-24,59.0
2021-04-25,68.0
2021-04-26,84.0
2021-04-27,67.0
2021-04-28,63.0
2021-04-29,57.0
2021-04-30,62.0
2021-05-01,58.0
2021-05-02,62.0
2021-05-03,64.0
2021-05-04,63.0
2021-05-05,58.0
2021-05-06,57.0
2021-05-07,63.0
2021-05-08,67.0
2021-05-09,66.0
2021-05-10,57.0
2021-05-11,52.0
2021-05-12,55.0
2021-05-13,60.0
2021-05-14,61.0
2021-05-15,59.0
2021-05-16,62.0
2021-05-17,79.0
2021-05-18,66.0
2021-05-19,66.0
2021-05-20,56.0
2021-05-21,66.0
2021-05-22,65.0
2021-05-23,64.0
2021-05-24,56.0
2021-05-25,60.0
2021-05-26,59.0
2021-05-27,59.0
2021-05-28,66.0
2021-05-29,62.0
2021-05-30,64.0
2021-05-31,97.0
2021-06-01,92.0
2021-06-02,67.0
2021-06-03,76.0
2021-06-04,71.0
2021-06-05,72.0
2021-06-06,65.0
2021-06-07,69.0
2021-06-08,64.0
2021-06-09,63.0
2021-06-10,66.0
2021-06-11,61.0
2021-06-12,66.0
2021-06-13,65.0
2021-06-14,80.0
2021-06-15,69.0
2021-06-16,74.0
2021-06-17,73.0
2021-06-18,68.0
2021-06-19,67.0
2021-06-20,60.0
2021-06-21,64.0
2021-06-22,63.0
2021-06-23,59.0
2021-06-24,62.0
2021-06-25,52.0
2021-06-26,56.0
2021-06-27,62.0
2021-06-28,78.0
2021-06-29,70.0
2021-06-30,59.0
2021-07-01,64.0
2021-07-02,74.0
2021-07-03,85.0
2021-07-04,69.0
2021-07-05,80.0
2021-07-06,69.0
2021-07-07,62.0
2021-07-08,62.0
2021-07-09,56.0
2021-07-10,55.0
2021-07-11,97.0
2021-07-12,122.0
2021-07-13,79.0
2021-07-14,53.0
2021-07-15,56.0
2021-07-16,50.0
2021-07-17,58.0
2021-07-18,57.0
2021-07-19,63.0
2021-07-20,59.0
2021-07-21,68.0
2021-07-22,67.0
2021-07-23,90.0
2021-07-24,86.0
2021-07-25,66.0
2021-07-26,62.0
2021-07-27,66.0
2021-07-28,66.0
2021-07-29,70.0
2021-07-30,93.0
2021-07-31,78.0
2021-08-01,62.0
2021-08-02,58.0
2021-08-03,56.0
2021-08-04,64.0
2021-08-05,65.0
2021-08-06,70.0
2021-08-07,64.0
2021-08-08,63.0
2021-08-09,76.0
2021-08-10,89.0
2021-08-11,102.0
2021-08-12,96.0
2021-08-13,103.0
2021-08-14,108.0
2021-08-15,110.0
2021-08-16,105.0
2021-08-17,71.0
2021-08-18,59.0
2021-08-19,64.0
2021-08-20,63.0
2021-08-21,73.0
